transaction_id,timestamp,block_number,sender,receiver,amount,gas_price,gas_used,transaction_fee,transaction_type,status,day_of_week,hour_of_day,nonce,sender_type,receiver_type
6769,2023-02-18T07:41:21Z,10000154,0xb9c1a3f83fe4e522215c4cfdc7c32087ec2aeebd,0xeecfd8e0df502db73cf38d84d85eb593b48b5443,61.39,122,86426,0.0105,transfer,success,Saturday,7,869,EOA,EOA
6770,2023-02-17T19:57:42Z,10000174,0x3ce429e63736672c7642bcf2a3aa1c5e270fde9f,0xaec59a808cc057b9beeebae26137f7c221ec5a87,56.43,133,63975,0.0085,token transfer,success,Friday,19,639,EOA,EOA
6771,2023-03-21T12:37:47Z,10000028,0xd449e4cd0ae6731d75cdc8b53dba657aecc55aff,0xa5c7b7581100b2131742250170c9f4a354c757bb,53.79,22,90608,0.002,transfer,success,Tuesday,12,593,EOA,EOA
6772,2023-06-22T14:31:26Z,10000042,0xf390bf579adf4191862aee9ae9adc42510602616,0x51a5aceb1e9f56d9b5d41e7a7bdd5bd36f4bd0e9,72.57,55,86504,0.0048,token transfer,success,Thursday,14,875,EOA,EOA
6773,2023-01-16T18:42:37Z,10000170,0x0896c09b608cc043e9931452aea6401b9d2ff1fc,0xdf5917fd26532e43e15ed74b2bcf2c65a42b74f6,6.75,68,62534,0.0043,token transfer,success,Monday,18,104,Contract,EOA
6774,2023-10-22T09:17:03Z,10000334,0xb57c527185baa7a75c505235635907124c1c543e,0x2b76c625b440f6c38d867515ee58a39dfd0b490a,34.72,78,53460,0.0042,contract creation,success,Sunday,9,332,EOA,EOA
6775,2023-10-19T20:47:10Z,10000102,0x78aa7f415e0719447bb0e0b366c7396f97cc264e,0x819263693b306076623740ee314bb2fef5b72780,67.23,194,67975,0.0132,contract creation,success,Thursday,20,545,EOA,EOA
6776,2023-01-10T03:05:44Z,10000418,0x7f61deba1cb47710c3266487455370b43a50fa21,0x6efb859048f59b21a007b0673e6bc864bb5b9a82,98.88,64,70031,0.0045,contract creation,success,Tuesday,3,109,EOA,EOA
6777,2023-07-06T21:00:59Z,10000240,0x3d398c96e989c3252d61083523517e648683df6e,0xb6079ff6a11e7b4dce90a2788809990969205802,29.57,122,76519,0.0093,token transfer,success,Thursday,21,537,EOA,EOA
6778,2023-12-07T00:33:00Z,10000035,0x48d845ddad78d9707e4750f002c0ecf990e64453,0x8bd034c3c1dbb5eee17c25b316b82fac409e934c,59.17,75,53063,0.004,contract creation,success,Thursday,0,608,EOA,EOA
6779,2023-04-23T01:55:56Z,10000263,0x611a817a0fdd0dc5fec9b39d642072f4e807b8cc,0x9ab7456f604eebafdc00ee42e76e1b676a659568,74.65,25,23789,0.0006,contract creation,success,Sunday,1,904,EOA,EOA
6780,2023-09-07T00:35:03Z,10000310,0x5902f4c2e92ded8705942c93c13f0159cb697fca,0x2f86cf2dfedbae9062fb94165dbef7a0686588b7,40.55,112,69634,0.0078,transfer,success,Thursday,0,262,EOA,EOA
6781,2023-10-04T14:15:46Z,10000269,0xcee06a96c249f38ede01552772809c21ff02cc85,0xb4ae43dbed6afce1b6dcf7eb3218eee6983b7c4d,72.86,41,88744,0.0036,token transfer,success,Wednesday,14,471,EOA,EOA
6782,2023-07-18T05:24:52Z,10000069,0x026c7ae26658ca2b02a1db362ad5e3ba22ce89c4,0xf19b2adc5634cb637e061e4a007cf8b3d186631f,75.77,40,81296,0.0033,transfer,success,Tuesday,5,719,Contract,EOA
6783,2023-01-22T04:38:17Z,10000368,0xa70bef16deff7c7ec49b2defc3b20987a45c68a1,0x8a03232bcb3212857cce2d99102752b699929a56,18.5,196,89565,0.0176,token transfer,success,Sunday,4,290,EOA,Contract
6784,2023-08-17T17:32:00Z,10000053,0x80b688f8128a42161eba48f499d444493fb37b05,0x2784680d05aeb11bdaf4bcb9dc451897523d1237,15.77,75,39463,0.003,token transfer,success,Thursday,17,22,EOA,EOA
6785,2023-08-26T23:55:19Z,10000328,0x0f2f2119327acae05ffc7fc7232d03b32d6d383d,0xb1735ec32a2f857fa45d43c05df9d820a6367345,20.46,102,84220,0.0086,contract creation,success,Saturday,23,194,EOA,EOA
6786,2023-05-30T04:43:13Z,10000287,0x9367f589a5ecec16ad20d9d7bd4ce2d469d18fed,0x010fe9b03d14ae8117efe778c539fc8b85f5e4ff,62.56,122,55418,0.0068,transfer,success,Tuesday,4,881,EOA,EOA
6787,2023-04-19T12:29:26Z,10000033,0x449faa6f4a7ad148980b9b1cae4accc082a750f5,0xa533d6a44a15eff73b8b912f7eca529856740222,77.98,77,86143,0.0066,contract creation,success,Wednesday,12,778,EOA,EOA
6788,2023-07-05T21:53:02Z,10000351,0x14e392dc977aa203e6106196754d4f40e894a42c,0x65d65509953a22c5e92510b41e02c558f1f099a4,29.78,152,64292,0.0098,transfer,success,Wednesday,21,133,EOA,EOA
6789,2023-12-07T11:27:49Z,10000272,0x53493a67b1e0a48a0610c9626b8be7ae5a8e9ceb,0x44b734c0bbe11d61cedf8f396916b64ef7f13c6f,7.37,127,33891,0.0043,contract creation,success,Thursday,11,476,EOA,EOA
6790,2023-09-02T02:23:55Z,10000283,0x690a229375b08bc75de819c5383e85787544b61c,0x081a1a7870f5fb45da7eed14f7df274e94b9be3f,7.95,93,74771,0.007,contract creation,success,Saturday,2,666,EOA,EOA
6791,2023-03-06T10:16:41Z,10000013,0xea9a54b5c04c9ea4c54b8e9931068c34aa76449d,0x55ad02bc6115f66537966db13f681dd163209284,14.27,94,41204,0.0039,transfer,success,Monday,10,351,EOA,EOA
6792,2023-11-26T10:53:29Z,10000173,0x07790c72a2a6bf0f01b8a74869c3de092fe5e74a,0x95adeef31e05e3ba1b59e924b47a53ee1d49968d,25.78,52,24328,0.0013,transfer,success,Sunday,10,113,EOA,EOA
6793,2023-12-01T20:49:50Z,10000295,0x4c27e26aa0f5f02a38fe17a6c2d2a130ce158f7d,0x932261ce6ad1c0997f975d6d2ccbdd8b8be41521,33.53,20,47359,0.0009,contract creation,success,Friday,20,800,EOA,EOA
6794,2023-05-02T16:31:00Z,10000135,0x672dd28756de93e7126f4d9634ec808d77a8b266,0xde5b759cb13db7fa3ce74b1f9a8e76c07696a042,10.34,71,63012,0.0045,token transfer,success,Tuesday,16,703,EOA,EOA
6795,2023-11-09T20:26:19Z,10000186,0x465a1ea43b363095da3dfe57c040403515c2c694,0xc718c4b47b019fd3d9ff842f88de8f2da1c7edba,1.53,148,92718,0.0137,token transfer,success,Thursday,20,73,EOA,EOA
6796,2023-04-27T10:17:48Z,10000393,0xb8b4fbfa16f81234f4a9c84403d58003abbf28b9,0x6a81816e3fc073736a1833205cd88083cda41fdc,81.66,24,76279,0.0018,token transfer,success,Thursday,10,70,EOA,EOA
6797,2023-07-04T12:10:53Z,10000254,0x89500d9ccac31dc60f3617d7bcd64f86c545a280,0x25443c8a724d4388e9b3f94dbdcbab7dcbe2f590,73.57,152,21490,0.0033,transfer,success,Tuesday,12,179,EOA,EOA
6798,2023-02-13T05:58:36Z,10000423,0x6cab85d1dbea129321aea36733e715531f6090f8,0x9902da3e88a730518567d17dda6e4b4babd8109f,67.94,153,52748,0.0081,contract creation,success,Monday,5,866,EOA,EOA
6799,2023-07-01T20:56:48Z,10000088,0x0222de6862f8467944e3c88670a6ceecc0e7e53f,0xa0efde62a9f6291c861a6541e96b7f4131c6c9b0,66.02,87,27888,0.0024,token transfer,success,Saturday,20,812,EOA,EOA
6800,2023-07-21T18:31:01Z,10000063,0x64660042029fe4714e9ab6b14708ca9a7f14ea9b,0x34ec910b49df1c6092f17631ba4a6b5ba011869e,13.68,173,26528,0.0046,transfer,success,Friday,18,318,EOA,EOA
6801,2023-06-27T17:59:38Z,10000451,0x4ca3e59cf554b630e877e32ca177f78e17ae029d,0xc21e5fd4b32167f4f0d006b817fa4085a8fd03c1,41.08,163,73952,0.0121,transfer,success,Tuesday,17,899,EOA,Contract
6802,2023-01-14T13:16:37Z,10000468,0x352a6539222fba973675ae0cd1c51d5b182c5434,0x2b20cbdeb7186aad55b78dabb8bc9412563d505b,65.5,92,71978,0.0066,contract creation,success,Saturday,13,987,EOA,EOA
6803,2023-05-23T08:27:24Z,10000307,0x278c32da38d8c2e6babb027355c21e950c8ea61f,0xbb5c0c1feb006c933d9ef9e75a4926a9dc5628e5,82.5,118,56035,0.0066,token transfer,success,Tuesday,8,648,Contract,EOA
6804,2023-01-13T12:32:48Z,10000446,0x089a90d3918862ff23314ac160c8749eaa262150,0xdc3a57b4658e1884e2945f25c82919a5e3e8e8fa,79.01,164,47226,0.0077,contract creation,success,Friday,12,326,EOA,Contract
6805,2023-08-01T01:04:47Z,10000389,0x58462a171863f92564481629aba20441f890de67,0x9e934fe038d801cfc116b06732909e05da1f0498,25.08,76,96216,0.0073,contract creation,failure,Tuesday,1,930,EOA,EOA
6806,2023-12-26T05:43:22Z,10000422,0x2e6c17cc3a85106ba3737edd49c0431c9bc3ab74,0x921532c581129ba57806ee76b5631c9f5415db03,79.12,145,64502,0.0094,transfer,success,Tuesday,5,157,EOA,EOA
6807,2023-12-12T05:51:25Z,10000060,0xe91c266bdc7d4f5a702f85fc9729d0bdb3837cf2,0x2c5f60599bb8dc2e7c8e4a753b26fb9d40ffb93f,73.03,98,98938,0.0097,contract creation,success,Tuesday,5,654,EOA,EOA
6808,2023-09-26T21:21:53Z,10000356,0x402d4461dfcf2262fa33adfb577784629f14af87,0xa24db700d120673a1af1357e34c02bcc5d953924,45.91,85,71208,0.0061,token transfer,success,Tuesday,21,558,EOA,EOA
6809,2023-09-11T01:42:09Z,10000016,0x9165db2215a6c5b6f4defc536f22e8ba9f46f1ee,0xc4f22900ec163bfc96bd0903917eb5cd5f40153c,79.08,25,66506,0.0017,token transfer,success,Monday,1,100,EOA,EOA
6810,2023-10-20T10:33:45Z,10000228,0x7b6c249d7aa013ef554b8b6712b188f2337770a6,0x7d63452e7b4c0ab7804b89518a0a5653d83b46aa,72.05,180,27586,0.005,token transfer,success,Friday,10,270,EOA,Contract
6811,2023-02-12T20:52:47Z,10000281,0x35f119c8b84f711125468a5c55d6edb5481883d1,0xfee4d6a6733d0e2f6fddfc1679da3bdd3934e26f,93.19,191,71198,0.0136,contract creation,success,Sunday,20,829,EOA,EOA
6812,2023-02-13T03:05:03Z,10000125,0xe65ea32806e450d0e71c0ed68eabf649a055c96c,0x304cb56e48e3d7f6c09fafbe350408ed643d43f5,98.37,172,98698,0.017,contract creation,success,Monday,3,83,EOA,EOA
6813,2023-07-23T07:02:48Z,10000326,0xdcdbab0c3fd1169efa60071be8367304e310bd1c,0xb454d26f352d39f820ef96031c6ed819c8d4b22c,73.55,172,48062,0.0083,contract creation,success,Sunday,7,124,EOA,Contract
6814,2023-12-06T05:36:08Z,10000014,0x0bb972d76adc8686a4cb1a388671f40ab453740c,0x6e1ff0cebb941e4b9b4eff01429dd44d757a2ef0,79.91,165,23521,0.0039,transfer,success,Wednesday,5,712,EOA,Contract
6815,2023-10-30T08:00:25Z,10000141,0x96166a1c2581b3eac9ff951cc4134d8446a9f0da,0x8f5e312c69c8b3bf64a9466d46a2941c57f451a1,95.71,185,77940,0.0144,transfer,success,Monday,8,136,EOA,EOA
6816,2023-12-08T07:05:32Z,10000453,0x9a4455d9597a4055d976c3521b49b29a007a71c3,0x95a94994ddc9f96d67b2fe363aa5dd4ce92f3296,12.23,61,33964,0.0021,token transfer,success,Friday,7,97,EOA,EOA
6817,2023-12-07T21:21:14Z,10000384,0x49034f9ed2228b09778e79b4e5f7500e69922ecf,0x7c0cd67984a61229686ad1ace9fbfb45c937c02e,68.7,40,54470,0.0022,token transfer,failure,Thursday,21,86,EOA,EOA
6818,2023-03-30T02:31:51Z,10000478,0x82b02177559dccb19e7383a42abc27096a8672c4,0xf833f7c22aa1c4057cb276301d5f7b5f201611d9,39.84,188,61694,0.0116,transfer,failure,Thursday,2,708,EOA,EOA
6819,2023-09-25T09:27:09Z,10000216,0x0f4013dc155e6c59b6776ffe609605bc881eb960,0x0046b814bdfb29ca7a1456d1db2505054acb4191,36.78,83,96152,0.008,transfer,success,Monday,9,325,EOA,EOA
6820,2023-10-09T23:54:24Z,10000230,0x594aa29bddb9d8e85e1a5871e0cb5c65d1b762a8,0x3989c8f21a5cc0cde4b90153202f5eea6cb32c01,17.13,20,88037,0.0018,token transfer,success,Monday,23,675,EOA,EOA
6821,2023-01-06T07:40:08Z,10000366,0xe208a3cbd1fd4b7a5ace3b6400c7cc27e429fe70,0xc24a68002f77ec39e8bd457f23e9d92dc9ff2789,14.05,46,71790,0.0033,transfer,success,Friday,7,509,EOA,EOA
6822,2023-07-01T12:22:52Z,10000204,0x1ec1d244553be397c803187cde92fdebb6661326,0xdfcaf22ae7ad32330eaba2b029bfc759d6d6e98b,0.39,172,49624,0.0085,token transfer,success,Saturday,12,872,EOA,EOA
6823,2023-04-15T21:42:54Z,10000278,0xbc4d41c2319d158f58d9a5ffbb8c0789890cfe01,0x4bf48a857cd828b7c7ff43ef781baaa74f8f6361,33.13,155,30658,0.0048,contract creation,success,Saturday,21,482,EOA,EOA
6824,2023-11-21T20:27:14Z,10000024,0x3b90b3b82ad6211c31b95a52131797de5184ca1b,0x6bd02296a8de645e1bfde9baa1764c0ee7f58e5a,30.16,26,49516,0.0013,contract creation,failure,Tuesday,20,808,EOA,Contract
6825,2023-01-29T13:52:25Z,10000067,0xb0c7a16e1ddb8568a29c34028f6a93b235383d55,0xf58c727c05b7ece4a35ef6471bb23c385de41d24,92.45,48,30276,0.0015,token transfer,success,Sunday,13,560,EOA,EOA
6826,2023-10-04T04:04:22Z,10000052,0xfdf9735d8c49a805d5170e3aeca08e525c2ea4bb,0xbc1c28041abc55502e3fc49b13558be4d37c46d7,38.21,98,73109,0.0072,token transfer,success,Wednesday,4,902,EOA,EOA
6827,2023-11-01T05:06:19Z,10000264,0xb58ae69da715c9bfea160dbaf8af10e2a31b0748,0x4bc2c0166ffac14447a31612753ff9362ff93017,93.92,73,64024,0.0047,transfer,success,Wednesday,5,933,EOA,EOA
6828,2023-05-10T01:42:51Z,10000086,0xa96174ac2d6982b2feaa3d2699dbddeddb206c2b,0x0c105b2cc63d2065d25f7c151774e93678cec393,98.42,186,57449,0.0107,contract creation,success,Wednesday,1,205,EOA,EOA
6829,2023-10-01T04:19:00Z,10000267,0x7d1163803fdd0498bcc05d8ccb53df6375b6b29a,0xb47c0771032e7b32a6d9dd4d6245bd6d701d0bbb,5.07,163,94600,0.0154,contract creation,success,Sunday,4,573,EOA,EOA
6830,2023-04-02T18:30:16Z,10000367,0x48d46c8ad3ffed45cfe38df048e048fc3ba3577d,0x1f46355f341c62deac3897a99a31f61dec01b622,1.3,74,91140,0.0067,contract creation,success,Sunday,18,202,EOA,EOA
6831,2023-11-09T07:16:58Z,10000189,0x043d3ad4cdcc061da7a377a1d8c5ad32f9f3bac1,0xb9998a52b537c248980a02d9652fadb370fbd95a,47.45,120,92706,0.0111,contract creation,success,Thursday,7,24,EOA,Contract
6832,2023-02-22T23:31:19Z,10000188,0x31765ea870a97ef6c32f1a3c678b6d037661f2da,0x9b8d2d869f5ab98f7a2004703b637e069187eb53,15.76,73,89054,0.0065,token transfer,success,Wednesday,23,618,EOA,EOA
6833,2023-04-01T00:58:37Z,10000173,0xcc050482bbc54afc57bf9a63ff20c9235b48716c,0xf1010c048904d9c4fff2932119b653ef3f190bc8,17.32,164,51981,0.0085,transfer,success,Saturday,0,887,EOA,EOA
6834,2023-05-08T01:35:31Z,10000072,0x26b7d6dc4290eecbebddc40bd35d11e6fef0817c,0x633bb70a7070dd33b44fbf3cfc92dfb3e6e1ea2f,75.42,128,67636,0.0087,contract creation,success,Monday,1,491,EOA,EOA
6835,2023-03-22T17:09:08Z,10000036,0x32cc68bad2de904e3a8020bf0bb1d8e3cba2e9ed,0x482a4760675df196dee1a2a058d1ea2b82a0d064,81.99,120,23900,0.0029,transfer,success,Wednesday,17,602,Contract,EOA
6836,2023-08-03T16:22:58Z,10000491,0xaa6b16567c4633ed5cf5813b88fd5840538145c2,0x3957a2b452d98fada49b3d62acf069f495e41fda,86.01,152,67938,0.0103,transfer,success,Thursday,16,655,EOA,EOA
6837,2023-01-11T04:54:27Z,10000193,0xc5210b333c7f0f05a1ad9062c84cc207a89ac95d,0x4e2537084706a6ab5952ad676f6f3cabf673c520,13.54,101,78505,0.0079,contract creation,success,Wednesday,4,645,EOA,EOA
6838,2023-06-01T21:01:08Z,10000272,0x1560a5c7816e639963a29404663c87599ac277ba,0xd7df8732e0a6a28bc54d87855000a37f2a0b6641,12.1,33,81506,0.0027,token transfer,success,Thursday,21,903,EOA,Contract
6839,2023-07-02T11:20:27Z,10000020,0x3b62bcd8e788bfebf668794ec38af0e015174b12,0xbf7485e1ed933a4a5d534be88b965ebe47416293,92.47,82,39668,0.0033,contract creation,success,Sunday,11,549,EOA,EOA
6840,2023-07-13T02:40:36Z,10000170,0xf87c42fe1ede0a3184637e5b3c564fecc9ba5a46,0xe8c1abe785d142cc8b17818974597737ef2fac43,53.57,186,22300,0.0041,contract creation,success,Thursday,2,132,EOA,Contract
6841,2023-03-17T19:21:43Z,10000397,0x5199788091fba1bf3b5308fa8b839dae360a9e32,0x3ee9eef0ae951c574058d1d5ad08cce238c48739,61.45,155,72861,0.0113,transfer,success,Friday,19,996,EOA,Contract
6842,2023-02-22T03:22:16Z,10000496,0x0866deb95447edca7b8bd1be2fd2c6b0d3b0513d,0xda00dbb6a69a27b5231673c621f8096dec097e3d,14.05,25,30128,0.0008,contract creation,success,Wednesday,3,510,Contract,EOA
6843,2023-07-23T10:37:40Z,10000091,0x2d08865b0d07039721aad958b19e9005f6cff973,0x575c383480c3f1572832cbbf6270a964872676cc,39.92,155,21204,0.0033,token transfer,success,Sunday,10,790,EOA,EOA
6844,2023-03-13T08:48:39Z,10000283,0x04802ebf79c22956b71a382cbd7d554031b3fa39,0x64aabd5157f0d98cb2336fc8306099601e3adb22,3.51,133,53774,0.0072,transfer,success,Monday,8,828,Contract,EOA
6845,2023-01-25T09:30:39Z,10000144,0xc2116a91c330bdda4f219509edb42e5dd9a4d28d,0xcfd6323a7c745b10986c41afe8d67c81dc318ff8,9.8,117,97349,0.0114,contract creation,success,Wednesday,9,822,EOA,EOA
6846,2023-07-18T11:10:16Z,10000490,0x09241cf23caab7409b786f18c205c5eb6bd6cc4f,0x4f8d7b8066c5a089d233f45a3a8cf8740b177a1a,12.83,152,24881,0.0038,contract creation,success,Tuesday,11,146,EOA,EOA
6847,2023-08-03T02:54:44Z,10000116,0x3fe31ac8702e4404809cee4365a43537b4e8b65c,0x4a4a3307461246c2d8be760882cd52ca0c1feeef,62.76,47,37651,0.0018,transfer,failure,Thursday,2,968,EOA,EOA
6848,2023-08-29T01:22:52Z,10000280,0xc853e6b4063a64c9fe07fe4665905ce112dea2ba,0x4bb7e9e5f9717a89a7f24c5871a752cd4b4a00c7,31.51,77,45701,0.0035,transfer,success,Tuesday,1,711,EOA,EOA
6849,2023-01-03T10:57:36Z,10000253,0x040e58deb05ce8c23341fbe6320c3a673acf88a9,0x968925cab793336c8d5798c67ba1d51ae64af1ac,24.41,82,83148,0.0068,token transfer,success,Tuesday,10,699,EOA,EOA
6850,2023-05-05T20:20:47Z,10000393,0x5732fef40e2e640be1ab1d5401e36acade5d0985,0xdeb369fe3830b0b10335541e016516d777d3cf85,73.6,72,76511,0.0055,contract creation,success,Friday,20,527,EOA,EOA
6851,2023-05-17T16:34:16Z,10000299,0x4ebcf953e63223b68e829936c68f8665ace07acc,0x6371878af9cc41e5e7c405c35edc76993ad3b48b,99.32,56,95127,0.0053,transfer,success,Wednesday,16,112,Contract,EOA
6852,2023-07-26T19:09:18Z,10000008,0x9b4c3f0252cd5f3868a8895a930a1d30b303277b,0x5d656948a99933e4aac8766837d6d078e6c91d77,91.78,146,28293,0.0041,token transfer,success,Wednesday,19,420,EOA,EOA
6853,2023-12-22T06:31:17Z,10000325,0x52da7ed9f2b7b6b943382a5288b6ed18b9fc56e9,0x36c57b7202cfd02df82e7360e75d83d0bcc67f2d,39.41,189,54714,0.0103,token transfer,success,Friday,6,135,EOA,EOA
6854,2023-05-09T17:46:54Z,10000164,0x757083d212e33483fa2d450e8803b55fe9dc5b21,0x12da5a6d7016234e44653c1499aacbdbf549d863,48.76,139,68085,0.0095,contract creation,success,Tuesday,17,482,EOA,EOA
6855,2023-03-18T15:24:05Z,10000417,0x2099c898dbb2d4af598da4943f2b5a482da92431,0x13c345833eddd6aaf0cac5f99ee1e7d50bb141f4,49.71,183,95062,0.0174,contract creation,success,Saturday,15,347,EOA,EOA
6856,2023-10-25T20:11:16Z,10000180,0xcd6012bd5dc0db345f8942c80b706bd7e0f089e3,0xd9cab69ce7e9ebd0cd97e177f12392689a032ae3,2.67,106,77636,0.0082,transfer,success,Wednesday,20,999,EOA,EOA
6857,2023-07-01T13:03:56Z,10000059,0x5d5f830a11791f5cdd3ca8bca32ec88440abb615,0x29cae9b0f6b63dc94a1f5fc5f3e3df87b9cf0ee5,70.65,167,22796,0.0038,contract creation,success,Saturday,13,147,Contract,EOA
6858,2023-09-20T20:51:25Z,10000175,0x1388bbff0eeb1601dd6c33abceba8ad42b0245b4,0x5e36b87feb3519b70127ba19acb71195cc225061,55.32,34,56262,0.0019,transfer,success,Wednesday,20,944,EOA,EOA
6859,2023-06-07T20:14:58Z,10000244,0xf6049b1ebada07bba8275a813bb54f9a95f1a0cf,0x4da9c46a034cacddee9d58967261cc6f6f9879fd,92.15,81,72199,0.0058,contract creation,success,Wednesday,20,981,EOA,EOA
6860,2023-04-15T07:33:38Z,10000064,0xc06064a59aa289fce429d26fa1ada45c4aeb9f26,0x9ac895dd42932e1c31eaa484ea0b30a1f9587347,57.58,192,62280,0.012,transfer,success,Saturday,7,40,EOA,EOA
6861,2023-04-30T13:45:47Z,10000439,0xbbb740fa28db49c185ad08d4658dca514461fdf3,0xa3ccaae8b38773f7d1d16a7e7f4f65e481e94d70,22.61,23,64761,0.0015,contract creation,success,Sunday,13,724,EOA,EOA
6862,2023-04-17T23:16:54Z,10000250,0xa6e66df8c4056da9c91033451ce8fa8da196de4a,0xe4fc5a8ba2ba13f4e22e4743b9b95621539b7779,39.92,63,59144,0.0037,contract creation,success,Monday,23,590,EOA,EOA
6863,2023-01-16T17:44:52Z,10000127,0x3f67f1d1e4b2a4cad8ab59e0bb50fb0737ce1adb,0x31f462192cc537f69c0ab67bfba917e5629bafe1,19.07,141,73660,0.0104,transfer,success,Monday,17,86,EOA,EOA
6864,2023-03-29T09:45:16Z,10000408,0xb7e631807a3f009cda509884c2ecd36e2ff89613,0xc8d76de11f328e947d2558347958c419c40cb76b,6.62,184,92878,0.0171,transfer,success,Wednesday,9,141,EOA,Contract
6865,2023-07-22T11:07:57Z,10000237,0x34d9869a4540b72dfec04736c07ec715d3a32a1a,0xf399e2f08e0f62d5e64b6ce24f3e067fa1aea8c5,43.97,194,36871,0.0072,transfer,success,Saturday,11,739,EOA,EOA
6866,2023-01-27T17:30:08Z,10000136,0xbd393f8bc3e3720e290e44d363405c2d3692233b,0x33a8c35ab984d847dad3c8c161de0f6c92b7534a,55.97,186,45812,0.0085,contract creation,success,Friday,17,645,Contract,EOA
6867,2023-05-10T05:46:46Z,10000263,0xa241dcda4c58fa932cee33a2df566a1aac62d1d0,0x3a8ba9e4bbd15725684be84751aa1f050e16f816,28.57,114,77628,0.0088,contract creation,success,Wednesday,5,243,EOA,Contract
6868,2023-04-30T09:01:51Z,10000192,0x1404f384205dad3aa718882951e33c56b0096508,0x2deff6c17c1f81c5d92e11c2d0dbb3b5bdc50954,76.96,73,29259,0.0021,token transfer,success,Sunday,9,420,EOA,EOA
6869,2023-10-24T07:09:44Z,10000425,0xd0039c2e37aa64f0c8c24aa8d20ae20152d15118,0xe03f0edd3ca03599141cbf26ffde2bff28b37348,65.94,42,79703,0.0033,token transfer,success,Tuesday,7,812,EOA,EOA
6870,2023-02-21T10:23:25Z,10000373,0x61a0b7b87976cca5bdba9bac676f36ff5344adf6,0x857c2c42ee890de6f238ededd3b75898cebc294a,43.21,143,31139,0.0045,contract creation,success,Tuesday,10,839,EOA,EOA
6871,2023-07-29T10:40:34Z,10000163,0xa85a5539f3f4f634d8c5199b503908876a3157bd,0x90e38ab2e67441303c8a5a5093d60247dce7b441,38.91,186,59398,0.011,transfer,success,Saturday,10,504,Contract,EOA
6872,2023-04-27T22:57:18Z,10000292,0x29489c6a92d33da3049f7b64676d8ddafa00790e,0x8e0005a20f3a8445ea392ccad49874b81d98007f,36.85,55,58195,0.0032,token transfer,success,Thursday,22,594,EOA,EOA
6873,2023-09-14T21:48:27Z,10000115,0xe3fa222e3703fe5fd512cb850daffa6c4ed4a7f1,0x5e9fc0d386380afa70bf7735cb571a0d4b539586,72.07,160,28084,0.0045,transfer,success,Thursday,21,580,EOA,EOA
6874,2023-05-22T22:45:18Z,10000028,0x1bb8fff3cf5d94cc11dc4352d4528230f3b6e1a4,0x83f71e61c2f15f84c6091ed0c277427cde9d6a5f,70.96,64,77788,0.005,token transfer,success,Monday,22,482,EOA,EOA
6875,2023-12-12T09:02:38Z,10000389,0x1551702da8d280c9b6e4cdabc924ab6dc01e49ed,0x71c76a55aeec41f321c90c361991a24e560ab587,21.22,169,51793,0.0088,contract creation,success,Tuesday,9,738,EOA,EOA
6876,2023-02-01T20:41:02Z,10000245,0x61237bc500fbe5ae1cf7611920650295b5c09589,0x5023217fb37208e6719fae2ed2c795f67b1044e7,2.2,49,35664,0.0017,contract creation,success,Wednesday,20,250,EOA,EOA
6877,2023-02-21T07:02:29Z,10000380,0xe88fd93ab58d061a8509ca6f2be6e10594cd70a8,0x7f2f457cb9f05716307584d860046de00448aa01,90.43,145,37552,0.0054,contract creation,success,Tuesday,7,534,EOA,EOA
6878,2023-06-25T22:57:16Z,10000147,0x8891b3e4130512d3545ea9974569e71cdd9cae32,0xfaae7d0f4b56c78de0f4996fee89d718c1075a24,29.81,38,32774,0.0012,transfer,success,Sunday,22,571,Contract,EOA
6879,2023-04-18T05:44:21Z,10000317,0x5b927be194da32529eea737c1b931d316c9da185,0xb6723678264bfbe203c99d57e0476d8f20517eea,99.58,29,63893,0.0019,contract creation,failure,Tuesday,5,80,EOA,EOA
6880,2023-06-26T05:41:12Z,10000178,0xba0c70c08ccc4f70d814e6333dc9e55ee9764089,0x71f81f0265c9cbeb17033bedddc2137d05a30856,39.04,197,33106,0.0065,token transfer,success,Monday,5,968,EOA,EOA
6881,2023-02-20T03:00:22Z,10000253,0x472c4fee6b89159ddb620ce94f6fc58265aaf5c5,0x1c9827505dc86aeede9fdf0d1424bba0e187a4fc,8.93,102,66969,0.0068,transfer,success,Monday,3,468,EOA,EOA
6882,2023-10-19T10:02:46Z,10000061,0xbc75228ab1fc2c5fe84e8cb4c67486da7441bae1,0xbda67caac3ad86a0dcbe8799494e9361bc631f1d,36.03,184,86132,0.0158,transfer,success,Thursday,10,323,EOA,EOA
6883,2023-09-30T03:24:48Z,10000478,0xe8d0132c33437965037347628d36b532db9761ab,0x92c84843da195ff59de45946373a2e9bbceb7b6e,84.43,132,81707,0.0108,transfer,success,Saturday,3,786,EOA,EOA
6884,2023-05-14T07:48:30Z,10000488,0xfabda9d0d180c5b3aebaf0e294ab3430cbd24189,0x5b4a47f6930b0472753c710feae092c9299317b8,53.5,66,91422,0.006,transfer,success,Sunday,7,54,Contract,EOA
6885,2023-04-18T22:41:48Z,10000240,0x54f257b76e5b164e8110a3e358c73cd53d31ca3b,0x3ce7e8ed8b0e6677de21e7c47f4db3cd047a3bb0,24.92,29,50167,0.0015,contract creation,failure,Tuesday,22,602,EOA,EOA
